LEUKOTRIENE-A4-HYDROLASE-RXN,0
RXN-20502,0
TRANS-RXN0-479,0
RXN-16165,0
RXN-8344,0
RXN-12728,1
RXN-7711,0
2.4.1.117-RXN,0
RXN-13186,0
RXN-20399,0
ASNSYNB-RXN,1
RXN-1225,0
RXN-11355,0
PHENYLALANINE--TRNA-LIGASE-RXN,0
6PGLUCONOLACT-RXN,0
STEROL-ESTERASE-RXN,0
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN,0
2.5.1.46-RXN,0
RXN-1223,1
RXN-17120,0
RXN-1,0
3.1.3.77-RXN,0
RXN-8314,0
RXN-12242,0
RXN-9237,0
RXN-13158,1
RXN-12588,0
RXN-17335,0
RXN-12961,0
RXN-17121,0
RXN-12413,0
RXN-8294,1
RXN-13323,1
RXN-12377,0
ISPH2-RXN,1
RXN-19191,0
RXN-11322,0
RXN-13196,0
RXN-7648,0
F16BDEPHOS-RXN,1
CARBPSYN-RXN,1
RXN-12686,0
RXN-15563,0
RXN0-5408,0
RXN-18935,0
RXN-1125,0
RXN-8285,0
ISOLEUCINE--TRNA-LIGASE-RXN,0
RXN-18918,0
DURIDKI-RXN,0
